Fecha,Date,Day Week,Day Month,Week of Month,Week of Year,Week of Year ISO,Week ID ISO,Month of Year,Month name,Quarter No,Quarter,Year,Year-Month,Year-Week,Year-Month ISO,Year-Week ISO,Year_ISO
2020-10-02,10-02-2020,05,02,01,40,40,353,10,October,04,Q04,2020,202010,202040,202010,202040,2020
2020-10-03,10-03-2020,06,03,01,40,40,353,10,October,04,Q04,2020,202010,202040,202010,202040,2020
2020-10-04,10-04-2020,07,04,01,41,40,353,10,October,04,Q04,2020,202010,202041,202010,202040,2020
2020-10-05,10-05-2020,01,05,01,41,41,353,10,October,04,Q04,2020,202010,202041,202010,202041,2020
2020-10-06,10-06-2020,02,06,01,41,41,353,10,October,04,Q04,2020,202010,202041,202010,202041,2020
2020-10-07,10-07-2020,03,07,01,41,41,354,10,October,04,Q04,2020,202010,202041,202010,202041,2020
2020-10-08,10-08-2020,04,08,02,41,41,354,10,October,04,Q04,2020,202010,202041,202010,202041,2020
2020-10-09,10-09-2020,05,09,02,41,41,354,10,October,04,Q04,2020,202010,202041,202010,202041,2020
2020-10-10,10-10-2020,06,10,02,41,41,354,10,October,04,Q04,2020,202010,202041,202010,202041,2020
2020-10-11,10-11-2020,07,11,02,42,41,354,10,October,04,Q04,2020,202010,202042,202010,202041,2020
2020-10-12,10-12-2020,01,12,02,42,42,354,10,October,04,Q04,2020,202010,202042,202010,202042,2020
2020-10-13,10-13-2020,02,13,02,42,42,354,10,October,04,Q04,2020,202010,202042,202010,202042,2020
2020-10-14,10-14-2020,03,14,02,42,42,355,10,October,04,Q04,2020,202010,202042,202010,202042,2020
2020-10-15,10-15-2020,04,15,03,42,42,355,10,October,04,Q04,2020,202010,202042,202010,202042,2020
2020-10-16,10-16-2020,05,16,03,42,42,355,10,October,04,Q04,2020,202010,202042,202010,202042,2020
2020-10-17,10-17-2020,06,17,03,42,42,355,10,October,04,Q04,2020,202010,202042,202010,202042,2020
2020-10-18,10-18-2020,07,18,03,43,42,355,10,October,04,Q04,2020,202010,202043,202010,202042,2020
2020-10-19,10-19-2020,01,19,03,43,43,355,10,October,04,Q04,2020,202010,202043,202010,202043,2020
2020-10-20,10-20-2020,02,20,03,43,43,355,10,October,04,Q04,2020,202010,202043,202010,202043,2020
2020-10-21,10-21-2020,03,21,03,43,43,356,10,October,04,Q04,2020,202010,202043,202010,202043,2020
2020-10-22,10-22-2020,04,22,04,43,43,356,10,October,04,Q04,2020,202010,202043,202010,202043,2020
2020-10-23,10-23-2020,05,23,04,43,43,356,10,October,04,Q04,2020,202010,202043,202010,202043,2020
2020-10-24,10-24-2020,06,24,04,43,43,356,10,October,04,Q04,2020,202010,202043,202010,202043,2020
2020-10-25,10-25-2020,07,25,04,44,43,356,10,October,04,Q04,2020,202010,202044,202010,202043,2020
2020-10-26,10-26-2020,01,26,04,44,44,356,10,October,04,Q04,2020,202010,202044,202010,202044,2020
2020-10-27,10-27-2020,02,27,04,44,44,356,10,October,04,Q04,2020,202010,202044,202010,202044,2020
2020-10-28,10-28-2020,03,28,04,44,44,357,10,October,04,Q04,2020,202010,202044,202010,202044,2020
2020-10-29,10-29-2020,04,29,05,44,44,357,10,October,04,Q04,2020,202010,202044,202010,202044,2020
2020-10-30,10-30-2020,05,30,05,44,44,357,10,October,04,Q04,2020,202010,202044,202010,202044,2020
2020-10-31,10-31-2020,06,31,05,44,44,357,10,October,04,Q04,2020,202010,202044,202010,202044,2020
2020-11-01,11-01-2020,07,01,01,45,44,357,11,November,04,Q04,2020,202011,202045,202011,202044,2020
2020-11-02,11-02-2020,01,02,01,45,45,357,11,November,04,Q04,2020,202011,202045,202011,202045,2020
2020-11-03,11-03-2020,02,03,01,45,45,357,11,November,04,Q04,2020,202011,202045,202011,202045,2020
2020-11-04,11-04-2020,03,04,01,45,45,358,11,November,04,Q04,2020,202011,202045,202011,202045,2020
2020-11-05,11-05-2020,04,05,01,45,45,358,11,November,04,Q04,2020,202011,202045,202011,202045,2020
2020-11-06,11-06-2020,05,06,01,45,45,358,11,November,04,Q04,2020,202011,202045,202011,202045,2020
2020-11-07,11-07-2020,06,07,01,45,45,358,11,November,04,Q04,2020,202011,202045,202011,202045,2020
2020-11-08,11-08-2020,07,08,02,46,45,358,11,November,04,Q04,2020,202011,202046,202011,202045,2020
2020-11-09,11-09-2020,01,09,02,46,46,358,11,November,04,Q04,2020,202011,202046,202011,202046,2020
2020-11-10,11-10-2020,02,10,02,46,46,358,11,November,04,Q04,2020,202011,202046,202011,202046,2020
2020-11-11,11-11-2020,03,11,02,46,46,359,11,November,04,Q04,2020,202011,202046,202011,202046,2020
2020-11-12,11-12-2020,04,12,02,46,46,359,11,November,04,Q04,2020,202011,202046,202011,202046,2020
2020-11-13,11-13-2020,05,13,02,46,46,359,11,November,04,Q04,2020,202011,202046,202011,202046,2020
2020-11-14,11-14-2020,06,14,02,46,46,359,11,November,04,Q04,2020,202011,202046,202011,202046,2020
2020-11-15,11-15-2020,07,15,03,47,46,359,11,November,04,Q04,2020,202011,202047,202011,202046,2020
2020-11-16,11-16-2020,01,16,03,47,47,359,11,November,04,Q04,2020,202011,202047,202011,202047,2020
2020-11-17,11-17-2020,02,17,03,47,47,359,11,November,04,Q04,2020,202011,202047,202011,202047,2020
2020-11-18,11-18-2020,03,18,03,47,47,360,11,November,04,Q04,2020,202011,202047,202011,202047,2020
2020-11-19,11-19-2020,04,19,03,47,47,360,11,November,04,Q04,2020,202011,202047,202011,202047,2020
2020-11-20,11-20-2020,05,20,03,47,47,360,11,November,04,Q04,2020,202011,202047,202011,202047,2020
2020-11-21,11-21-2020,06,21,03,47,47,360,11,November,04,Q04,2020,202011,202047,202011,202047,2020
2020-11-22,11-22-2020,07,22,04,48,47,360,11,November,04,Q04,2020,202011,202048,202011,202047,2020
2020-11-23,11-23-2020,01,23,04,48,48,360,11,November,04,Q04,2020,202011,202048,202011,202048,2020
2020-11-24,11-24-2020,02,24,04,48,48,360,11,November,04,Q04,2020,202011,202048,202011,202048,2020
2020-11-25,11-25-2020,03,25,04,48,48,361,11,November,04,Q04,2020,202011,202048,202011,202048,2020
2020-11-26,11-26-2020,04,26,04,48,48,361,11,November,04,Q04,2020,202011,202048,202011,202048,2020
2020-11-27,11-27-2020,05,27,04,48,48,361,11,November,04,Q04,2020,202011,202048,202011,202048,2020
2020-11-28,11-28-2020,06,28,04,48,48,361,11,November,04,Q04,2020,202011,202048,202011,202048,2020
2020-11-29,11-29-2020,07,29,05,49,48,361,11,November,04,Q04,2020,202011,202049,202011,202048,2020
2020-11-30,11-30-2020,01,30,05,49,49,361,11,November,04,Q04,2020,202011,202049,202011,202049,2020
2020-12-01,12-01-2020,02,01,01,49,49,361,12,December,04,Q04,2020,202012,202049,202012,202049,2020
2020-12-02,12-02-2020,03,02,01,49,49,362,12,December,04,Q04,2020,202012,202049,202012,202049,2020
2020-12-03,12-03-2020,04,03,01,49,49,362,12,December,04,Q04,2020,202012,202049,202012,202049,2020
2020-12-04,12-04-2020,05,04,01,49,49,362,12,December,04,Q04,2020,202012,202049,202012,202049,2020
2020-12-05,12-05-2020,06,05,01,49,49,362,12,December,04,Q04,2020,202012,202049,202012,202049,2020
2020-12-06,12-06-2020,07,06,01,50,49,362,12,December,04,Q04,2020,202012,202050,202012,202049,2020
2020-12-07,12-07-2020,01,07,01,50,50,362,12,December,04,Q04,2020,202012,202050,202012,202050,2020
2020-12-08,12-08-2020,02,08,02,50,50,362,12,December,04,Q04,2020,202012,202050,202012,202050,2020
2020-12-09,12-09-2020,03,09,02,50,50,363,12,December,04,Q04,2020,202012,202050,202012,202050,2020
2020-12-10,12-10-2020,04,10,02,50,50,363,12,December,04,Q04,2020,202012,202050,202012,202050,2020
2020-12-11,12-11-2020,05,11,02,50,50,363,12,December,04,Q04,2020,202012,202050,202012,202050,2020
2020-12-12,12-12-2020,06,12,02,50,50,363,12,December,04,Q04,2020,202012,202050,202012,202050,2020
2020-12-13,12-13-2020,07,13,02,51,50,363,12,December,04,Q04,2020,202012,202051,202012,202050,2020
2020-12-14,12-14-2020,01,14,02,51,51,363,12,December,04,Q04,2020,202012,202051,202012,202051,2020
2020-12-15,12-15-2020,02,15,03,51,51,363,12,December,04,Q04,2020,202012,202051,202012,202051,2020
2020-12-16,12-16-2020,03,16,03,51,51,364,12,December,04,Q04,2020,202012,202051,202012,202051,2020
2020-12-17,12-17-2020,04,17,03,51,51,364,12,December,04,Q04,2020,202012,202051,202012,202051,2020
2020-12-18,12-18-2020,05,18,03,51,51,364,12,December,04,Q04,2020,202012,202051,202012,202051,2020
2020-12-19,12-19-2020,06,19,03,51,51,364,12,December,04,Q04,2020,202012,202051,202012,202051,2020
2020-12-20,12-20-2020,07,20,03,52,51,364,12,December,04,Q04,2020,202012,202052,202012,202051,2020
2020-12-21,12-21-2020,01,21,03,52,52,364,12,December,04,Q04,2020,202012,202052,202012,202052,2020
2020-12-22,12-22-2020,02,22,04,52,52,364,12,December,04,Q04,2020,202012,202052,202012,202052,2020
2020-12-23,12-23-2020,03,23,04,52,52,365,12,December,04,Q04,2020,202012,202052,202012,202052,2020
2020-12-24,12-24-2020,04,24,04,52,52,365,12,December,04,Q04,2020,202012,202052,202012,202052,2020
2020-12-25,12-25-2020,05,25,04,52,52,365,12,December,04,Q04,2020,202012,202052,202012,202052,2020
2020-12-26,12-26-2020,06,26,04,52,52,365,12,December,04,Q04,2020,202012,202052,202012,202052,2020
2020-12-27,12-27-2020,07,27,04,53,52,365,12,December,04,Q04,2020,202012,202053,202012,202052,2020
2020-12-28,12-28-2020,01,28,04,53,53,365,12,December,04,Q04,2020,202012,202053,202012,202053,2020
2020-12-29,12-29-2020,02,29,05,53,53,365,12,December,04,Q04,2020,202012,202053,202012,202053,2020
2020-12-30,12-30-2020,03,30,05,53,53,366,12,December,04,Q04,2020,202012,202053,202012,202053,2020
2020-12-31,12-31-2020,04,31,05,53,53,366,12,December,04,Q04,2020,202012,202053,202012,202053,2020
2021-01-01,01-01-2021,05,01,01,01,53,366,01,January,01,Q01,2021,202101,202101,202012,202053,2020
2021-01-02,01-02-2021,06,02,01,01,53,366,01,January,01,Q01,2021,202101,202101,202012,202053,2020
2021-01-03,01-03-2021,07,03,01,02,53,366,01,January,01,Q01,2021,202101,202102,202012,202053,2020
2021-01-04,01-04-2021,01,04,01,02,01,366,01,January,01,Q01,2021,202101,202102,202101,202101,2021
2021-01-05,01-05-2021,02,05,01,02,01,366,01,January,01,Q01,2021,202101,202102,202101,202101,2021
2021-01-06,01-06-2021,03,06,01,02,01,367,01,January,01,Q01,2021,202101,202102,202101,202101,2021
2021-01-07,01-07-2021,04,07,01,02,01,367,01,January,01,Q01,2021,202101,202102,202101,202101,2021
2021-01-08,01-08-2021,05,08,02,02,01,367,01,January,01,Q01,2021,202101,202102,202101,202101,2021
2021-01-09,01-09-2021,06,09,02,02,01,367,01,January,01,Q01,2021,202101,202102,202101,202101,2021
2021-01-10,01-10-2021,07,10,02,03,01,367,01,January,01,Q01,2021,202101,202103,202101,202101,2021
2021-01-11,01-11-2021,01,11,02,03,02,367,01,January,01,Q01,2021,202101,202103,202101,202102,2021
2021-01-12,01-12-2021,02,12,02,03,02,367,01,January,01,Q01,2021,202101,202103,202101,202102,2021
2021-01-13,01-13-2021,03,13,02,03,02,368,01,January,01,Q01,2021,202101,202103,202101,202102,2021
2021-01-14,01-14-2021,04,14,02,03,02,368,01,January,01,Q01,2021,202101,202103,202101,202102,2021
2021-01-15,01-15-2021,05,15,03,03,02,368,01,January,01,Q01,2021,202101,202103,202101,202102,2021
2021-01-16,01-16-2021,06,16,03,03,02,368,01,January,01,Q01,2021,202101,202103,202101,202102,2021
2021-01-17,01-17-2021,07,17,03,04,02,368,01,January,01,Q01,2021,202101,202104,202101,202102,2021
2021-01-18,01-18-2021,01,18,03,04,03,368,01,January,01,Q01,2021,202101,202104,202101,202103,2021
2021-01-19,01-19-2021,02,19,03,04,03,368,01,January,01,Q01,2021,202101,202104,202101,202103,2021
2021-01-20,01-20-2021,03,20,03,04,03,369,01,January,01,Q01,2021,202101,202104,202101,202103,2021
2021-01-21,01-21-2021,04,21,03,04,03,369,01,January,01,Q01,2021,202101,202104,202101,202103,2021
2021-01-22,01-22-2021,05,22,04,04,03,369,01,January,01,Q01,2021,202101,202104,202101,202103,2021
2021-01-23,01-23-2021,06,23,04,04,03,369,01,January,01,Q01,2021,202101,202104,202101,202103,2021
2021-01-24,01-24-2021,07,24,04,05,03,369,01,January,01,Q01,2021,202101,202105,202101,202103,2021
2021-01-25,01-25-2021,01,25,04,05,04,369,01,January,01,Q01,2021,202101,202105,202101,202104,2021
2021-01-26,01-26-2021,02,26,04,05,04,369,01,January,01,Q01,2021,202101,202105,202101,202104,2021
2021-01-27,01-27-2021,03,27,04,05,04,370,01,January,01,Q01,2021,202101,202105,202101,202104,2021
2021-01-28,01-28-2021,04,28,04,05,04,370,01,January,01,Q01,2021,202101,202105,202101,202104,2021
2021-01-29,01-29-2021,05,29,05,05,04,370,01,January,01,Q01,2021,202101,202105,202101,202104,2021
2021-01-30,01-30-2021,06,30,05,05,04,370,01,January,01,Q01,2021,202101,202105,202101,202104,2021
2021-01-31,01-31-2021,07,31,05,06,04,370,01,January,01,Q01,2021,202101,202106,202101,202104,2021
2021-02-01,02-01-2021,01,01,01,06,05,370,02,February,01,Q01,2021,202102,202106,202102,202105,2021
2021-02-02,02-02-2021,02,02,01,06,05,370,02,February,01,Q01,2021,202102,202106,202102,202105,2021
2021-02-03,02-03-2021,03,03,01,06,05,371,02,February,01,Q01,2021,202102,202106,202102,202105,2021
2021-02-04,02-04-2021,04,04,01,06,05,371,02,February,01,Q01,2021,202102,202106,202102,202105,2021
2021-02-05,02-05-2021,05,05,01,06,05,371,02,February,01,Q01,2021,202102,202106,202102,202105,2021
2021-02-06,02-06-2021,06,06,01,06,05,371,02,February,01,Q01,2021,202102,202106,202102,202105,2021
2021-02-07,02-07-2021,07,07,01,07,05,371,02,February,01,Q01,2021,202102,202107,202102,202105,2021
2021-02-08,02-08-2021,01,08,02,07,06,371,02,February,01,Q01,2021,202102,202107,202102,202106,2021
2021-02-09,02-09-2021,02,09,02,07,06,371,02,February,01,Q01,2021,202102,202107,202102,202106,2021
2021-02-10,02-10-2021,03,10,02,07,06,372,02,February,01,Q01,2021,202102,202107,202102,202106,2021
2021-02-11,02-11-2021,04,11,02,07,06,372,02,February,01,Q01,2021,202102,202107,202102,202106,2021
2021-02-12,02-12-2021,05,12,02,07,06,372,02,February,01,Q01,2021,202102,202107,202102,202106,2021
2021-02-13,02-13-2021,06,13,02,07,06,372,02,February,01,Q01,2021,202102,202107,202102,202106,2021
2021-02-14,02-14-2021,07,14,02,08,06,372,02,February,01,Q01,2021,202102,202108,202102,202106,2021
2021-02-15,02-15-2021,01,15,03,08,07,372,02,February,01,Q01,2021,202102,202108,202102,202107,2021
2021-02-16,02-16-2021,02,16,03,08,07,372,02,February,01,Q01,2021,202102,202108,202102,202107,2021
2021-02-17,02-17-2021,03,17,03,08,07,373,02,February,01,Q01,2021,202102,202108,202102,202107,2021
2021-02-18,02-18-2021,04,18,03,08,07,373,02,February,01,Q01,2021,202102,202108,202102,202107,2021
2021-02-19,02-19-2021,05,19,03,08,07,373,02,February,01,Q01,2021,202102,202108,202102,202107,2021
2021-02-20,02-20-2021,06,20,03,08,07,373,02,February,01,Q01,2021,202102,202108,202102,202107,2021
2021-02-21,02-21-2021,07,21,03,09,07,373,02,February,01,Q01,2021,202102,202109,202102,202107,2021
2021-02-22,02-22-2021,01,22,04,09,08,373,02,February,01,Q01,2021,202102,202109,202102,202108,2021
2021-02-23,02-23-2021,02,23,04,09,08,373,02,February,01,Q01,2021,202102,202109,202102,202108,2021
2021-02-24,02-24-2021,03,24,04,09,08,374,02,February,01,Q01,2021,202102,202109,202102,202108,2021
2021-02-25,02-25-2021,04,25,04,09,08,374,02,February,01,Q01,2021,202102,202109,202102,202108,2021
2021-02-26,02-26-2021,05,26,04,09,08,374,02,February,01,Q01,2021,202102,202109,202102,202108,2021
2021-02-27,02-27-2021,06,27,04,09,08,374,02,February,01,Q01,2021,202102,202109,202102,202108,2021
2021-02-28,02-28-2021,07,28,04,10,08,374,02,February,01,Q01,2021,202102,202110,202102,202108,2021
2021-03-01,03-01-2021,01,01,01,10,09,374,03,March,01,Q01,2021,202103,202110,202103,202109,2021
2021-03-02,03-02-2021,02,02,01,10,09,374,03,March,01,Q01,2021,202103,202110,202103,202109,2021
2021-03-03,03-03-2021,03,03,01,10,09,375,03,March,01,Q01,2021,202103,202110,202103,202109,2021
2021-03-04,03-04-2021,04,04,01,10,09,375,03,March,01,Q01,2021,202103,202110,202103,202109,2021
2021-03-05,03-05-2021,05,05,01,10,09,375,03,March,01,Q01,2021,202103,202110,202103,202109,2021
2021-03-06,03-06-2021,06,06,01,10,09,375,03,March,01,Q01,2021,202103,202110,202103,202109,2021
2021-03-07,03-07-2021,07,07,01,11,09,375,03,March,01,Q01,2021,202103,202111,202103,202109,2021
2021-03-08,03-08-2021,01,08,02,11,10,375,03,March,01,Q01,2021,202103,202111,202103,202110,2021
2021-03-09,03-09-2021,02,09,02,11,10,375,03,March,01,Q01,2021,202103,202111,202103,202110,2021
2021-03-10,03-10-2021,03,10,02,11,10,376,03,March,01,Q01,2021,202103,202111,202103,202110,2021
2021-03-11,03-11-2021,04,11,02,11,10,376,03,March,01,Q01,2021,202103,202111,202103,202110,2021
2021-03-12,03-12-2021,05,12,02,11,10,376,03,March,01,Q01,2021,202103,202111,202103,202110,2021
2021-03-13,03-13-2021,06,13,02,11,10,376,03,March,01,Q01,2021,202103,202111,202103,202110,2021
2021-03-14,03-14-2021,07,14,02,12,10,376,03,March,01,Q01,2021,202103,202112,202103,202110,2021
2021-03-15,03-15-2021,01,15,03,12,11,376,03,March,01,Q01,2021,202103,202112,202103,202111,2021
2021-03-16,03-16-2021,02,16,03,12,11,376,03,March,01,Q01,2021,202103,202112,202103,202111,2021
2021-03-17,03-17-2021,03,17,03,12,11,377,03,March,01,Q01,2021,202103,202112,202103,202111,2021
2021-03-18,03-18-2021,04,18,03,12,11,377,03,March,01,Q01,2021,202103,202112,202103,202111,2021
2021-03-19,03-19-2021,05,19,03,12,11,377,03,March,01,Q01,2021,202103,202112,202103,202111,2021
2021-03-20,03-20-2021,06,20,03,12,11,377,03,March,01,Q01,2021,202103,202112,202103,202111,2021
2021-03-21,03-21-2021,07,21,03,13,11,377,03,March,01,Q01,2021,202103,202113,202103,202111,2021
2021-03-22,03-22-2021,01,22,04,13,12,377,03,March,01,Q01,2021,202103,202113,202103,202112,2021
2021-03-23,03-23-2021,02,23,04,13,12,377,03,March,01,Q01,2021,202103,202113,202103,202112,2021
2021-03-24,03-24-2021,03,24,04,13,12,378,03,March,01,Q01,2021,202103,202113,202103,202112,2021
2021-03-25,03-25-2021,04,25,04,13,12,378,03,March,01,Q01,2021,202103,202113,202103,202112,2021
2021-03-26,03-26-2021,05,26,04,13,12,378,03,March,01,Q01,2021,202103,202113,202103,202112,2021
2021-03-27,03-27-2021,06,27,04,13,12,378,03,March,01,Q01,2021,202103,202113,202103,202112,2021
2021-03-28,03-28-2021,07,28,04,14,12,378,03,March,01,Q01,2021,202103,202114,202103,202112,2021
2021-03-29,03-29-2021,01,29,05,14,13,378,03,March,01,Q01,2021,202103,202114,202103,202113,2021
2021-03-30,03-30-2021,02,30,05,14,13,378,03,March,01,Q01,2021,202103,202114,202103,202113,2021
2021-03-31,03-31-2021,03,31,05,14,13,379,03,March,01,Q01,2021,202103,202114,202103,202113,2021
2021-04-01,04-01-2021,04,01,01,14,13,379,04,April,02,Q02,2021,202104,202114,202104,202113,2021
2021-04-02,04-02-2021,05,02,01,14,13,379,04,April,02,Q02,2021,202104,202114,202104,202113,2021
2021-04-03,04-03-2021,06,03,01,14,13,379,04,April,02,Q02,2021,202104,202114,202104,202113,2021
2021-04-04,04-04-2021,07,04,01,15,13,379,04,April,02,Q02,2021,202104,202115,202104,202113,2021
2021-04-05,04-05-2021,01,05,01,15,14,379,04,April,02,Q02,2021,202104,202115,202104,202114,2021
2021-04-06,04-06-2021,02,06,01,15,14,379,04,April,02,Q02,2021,202104,202115,202104,202114,2021
2021-04-07,04-07-2021,03,07,01,15,14,380,04,April,02,Q02,2021,202104,202115,202104,202114,2021
2021-04-08,04-08-2021,04,08,02,15,14,380,04,April,02,Q02,2021,202104,202115,202104,202114,2021
2021-04-09,04-09-2021,05,09,02,15,14,380,04,April,02,Q02,2021,202104,202115,202104,202114,2021
2021-04-10,04-10-2021,06,10,02,15,14,380,04,April,02,Q02,2021,202104,202115,202104,202114,2021
2021-04-11,04-11-2021,07,11,02,16,14,380,04,April,02,Q02,2021,202104,202116,202104,202114,2021
2021-04-12,04-12-2021,01,12,02,16,15,380,04,April,02,Q02,2021,202104,202116,202104,202115,2021
2021-04-13,04-13-2021,02,13,02,16,15,380,04,April,02,Q02,2021,202104,202116,202104,202115,2021
2021-04-14,04-14-2021,03,14,02,16,15,381,04,April,02,Q02,2021,202104,202116,202104,202115,2021
2021-04-15,04-15-2021,04,15,03,16,15,381,04,April,02,Q02,2021,202104,202116,202104,202115,2021
2021-04-16,04-16-2021,05,16,03,16,15,381,04,April,02,Q02,2021,202104,202116,202104,202115,2021
2021-04-17,04-17-2021,06,17,03,16,15,381,04,April,02,Q02,2021,202104,202116,202104,202115,2021
2021-04-18,04-18-2021,07,18,03,17,15,381,04,April,02,Q02,2021,202104,202117,202104,202115,2021
2021-04-19,04-19-2021,01,19,03,17,16,381,04,April,02,Q02,2021,202104,202117,202104,202116,2021
2021-04-20,04-20-2021,02,20,03,17,16,381,04,April,02,Q02,2021,202104,202117,202104,202116,2021
2021-04-21,04-21-2021,03,21,03,17,16,382,04,April,02,Q02,2021,202104,202117,202104,202116,2021
2021-04-22,04-22-2021,04,22,04,17,16,382,04,April,02,Q02,2021,202104,202117,202104,202116,2021
2021-04-23,04-23-2021,05,23,04,17,16,382,04,April,02,Q02,2021,202104,202117,202104,202116,2021
2021-04-24,04-24-2021,06,24,04,17,16,382,04,April,02,Q02,2021,202104,202117,202104,202116,2021
2021-04-25,04-25-2021,07,25,04,18,16,382,04,April,02,Q02,2021,202104,202118,202104,202116,2021
2021-04-26,04-26-2021,01,26,04,18,17,382,04,April,02,Q02,2021,202104,202118,202104,202117,2021
2021-04-27,04-27-2021,02,27,04,18,17,382,04,April,02,Q02,2021,202104,202118,202104,202117,2021
2021-04-28,04-28-2021,03,28,04,18,17,383,04,April,02,Q02,2021,202104,202118,202104,202117,2021
2021-04-29,04-29-2021,04,29,05,18,17,383,04,April,02,Q02,2021,202104,202118,202104,202117,2021
2021-04-30,04-30-2021,05,30,05,18,17,383,04,April,02,Q02,2021,202104,202118,202104,202117,2021
2021-05-01,05-01-2021,06,01,01,18,17,383,05,May,02,Q02,2021,202105,202118,202105,202117,2021
2021-05-02,05-02-2021,07,02,01,19,17,383,05,May,02,Q02,2021,202105,202119,202105,202117,2021
2021-05-03,05-03-2021,01,03,01,19,18,383,05,May,02,Q02,2021,202105,202119,202105,202118,2021
2021-05-04,05-04-2021,02,04,01,19,18,383,05,May,02,Q02,2021,202105,202119,202105,202118,2021
2021-05-05,05-05-2021,03,05,01,19,18,384,05,May,02,Q02,2021,202105,202119,202105,202118,2021
2021-05-06,05-06-2021,04,06,01,19,18,384,05,May,02,Q02,2021,202105,202119,202105,202118,2021
2021-05-07,05-07-2021,05,07,01,19,18,384,05,May,02,Q02,2021,202105,202119,202105,202118,2021
2021-05-08,05-08-2021,06,08,02,19,18,384,05,May,02,Q02,2021,202105,202119,202105,202118,2021
2021-05-09,05-09-2021,07,09,02,20,18,384,05,May,02,Q02,2021,202105,202120,202105,202118,2021
2021-05-10,05-10-2021,01,10,02,20,19,384,05,May,02,Q02,2021,202105,202120,202105,202119,2021
2021-05-11,05-11-2021,02,11,02,20,19,384,05,May,02,Q02,2021,202105,202120,202105,202119,2021
2021-05-12,05-12-2021,03,12,02,20,19,385,05,May,02,Q02,2021,202105,202120,202105,202119,2021
2021-05-13,05-13-2021,04,13,02,20,19,385,05,May,02,Q02,2021,202105,202120,202105,202119,2021
2021-05-14,05-14-2021,05,14,02,20,19,385,05,May,02,Q02,2021,202105,202120,202105,202119,2021
2021-05-15,05-15-2021,06,15,03,20,19,385,05,May,02,Q02,2021,202105,202120,202105,202119,2021
2021-05-16,05-16-2021,07,16,03,21,19,385,05,May,02,Q02,2021,202105,202121,202105,202119,2021
2021-05-17,05-17-2021,01,17,03,21,20,385,05,May,02,Q02,2021,202105,202121,202105,202120,2021
2021-05-18,05-18-2021,02,18,03,21,20,385,05,May,02,Q02,2021,202105,202121,202105,202120,2021
2021-05-19,05-19-2021,03,19,03,21,20,386,05,May,02,Q02,2021,202105,202121,202105,202120,2021
2021-05-20,05-20-2021,04,20,03,21,20,386,05,May,02,Q02,2021,202105,202121,202105,202120,2021
2021-05-21,05-21-2021,05,21,03,21,20,386,05,May,02,Q02,2021,202105,202121,202105,202120,2021
2021-05-22,05-22-2021,06,22,04,21,20,386,05,May,02,Q02,2021,202105,202121,202105,202120,2021
2021-05-23,05-23-2021,07,23,04,22,20,386,05,May,02,Q02,2021,202105,202122,202105,202120,2021
2021-05-24,05-24-2021,01,24,04,22,21,386,05,May,02,Q02,2021,202105,202122,202105,202121,2021
2021-05-25,05-25-2021,02,25,04,22,21,386,05,May,02,Q02,2021,202105,202122,202105,202121,2021
2021-05-26,05-26-2021,03,26,04,22,21,387,05,May,02,Q02,2021,202105,202122,202105,202121,2021
2021-05-27,05-27-2021,04,27,04,22,21,387,05,May,02,Q02,2021,202105,202122,202105,202121,2021
2021-05-28,05-28-2021,05,28,04,22,21,387,05,May,02,Q02,2021,202105,202122,202105,202121,2021
2021-05-29,05-29-2021,06,29,05,22,21,387,05,May,02,Q02,2021,202105,202122,202105,202121,2021
2021-05-30,05-30-2021,07,30,05,23,21,387,05,May,02,Q02,2021,202105,202123,202105,202121,2021
2021-05-31,05-31-2021,01,31,05,23,22,387,05,May,02,Q02,2021,202105,202123,202105,202122,2021
2021-06-01,06-01-2021,02,01,01,23,22,387,06,June,02,Q02,2021,202106,202123,202106,202122,2021
2021-06-02,06-02-2021,03,02,01,23,22,388,06,June,02,Q02,2021,202106,202123,202106,202122,2021
2021-06-03,06-03-2021,04,03,01,23,22,388,06,June,02,Q02,2021,202106,202123,202106,202122,2021
2021-06-04,06-04-2021,05,04,01,23,22,388,06,June,02,Q02,2021,202106,202123,202106,202122,2021
2021-06-05,06-05-2021,06,05,01,23,22,388,06,June,02,Q02,2021,202106,202123,202106,202122,2021
2021-06-06,06-06-2021,07,06,01,24,22,388,06,June,02,Q02,2021,202106,202124,202106,202122,2021
2021-06-07,06-07-2021,01,07,01,24,23,388,06,June,02,Q02,2021,202106,202124,202106,202123,2021
2021-06-08,06-08-2021,02,08,02,24,23,388,06,June,02,Q02,2021,202106,202124,202106,202123,2021
2021-06-09,06-09-2021,03,09,02,24,23,389,06,June,02,Q02,2021,202106,202124,202106,202123,2021
2021-06-10,06-10-2021,04,10,02,24,23,389,06,June,02,Q02,2021,202106,202124,202106,202123,2021
2021-06-11,06-11-2021,05,11,02,24,23,389,06,June,02,Q02,2021,202106,202124,202106,202123,2021
2021-06-12,06-12-2021,06,12,02,24,23,389,06,June,02,Q02,2021,202106,202124,202106,202123,2021
2021-06-13,06-13-2021,07,13,02,25,23,389,06,June,02,Q02,2021,202106,202125,202106,202123,2021
2021-06-14,06-14-2021,01,14,02,25,24,389,06,June,02,Q02,2021,202106,202125,202106,202124,2021
2021-06-15,06-15-2021,02,15,03,25,24,389,06,June,02,Q02,2021,202106,202125,202106,202124,2021
